No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station
1438,2015,3,1,21,43,92,22,66,900,38,6,1013,-13.1,0,SW,1.7,Aotizhongxin
1439,2015,3,1,22,49,90,21,75,1100,24,6.5,1012.4,-14.3,0,WSW,1.4,Aotizhongxin
1440,2015,3,1,23,54,86,21,90,1200,10,6.6,1011.9,-14.2,0,WSW,1.4,Aotizhongxin
1441,2015,3,2,0,55,84,27,92,1300,8,5.4,1011.3,-14.1,0,W,2.1,Aotizhongxin
1442,2015,3,2,1,59,87,32,93,1400,8,1.7,1010.7,-11.8,0,E,1.3,Aotizhongxin
1443,2015,3,2,2,54,98,20,87,1400,7,0,1010,-11.1,0,NNW,0.3,Aotizhongxin
1444,2015,3,2,3,64,91,17,85,1500,7,-1.5,1009.4,-10.3,0,SE,0.7,Aotizhongxin
1445,2015,3,2,4,62,90,13,86,1900,NA,-2,1008.5,-9,0,E,1.1,Aotizhongxin
1446,2015,3,2,5,66,80,19,83,2600,9,-2.1,1007.8,-9.5,0,NE,1.7,Aotizhongxin
1447,2015,3,2,6,74,108,23,88,3100,10,-1.2,1008.1,-10.1,0,E,1.3,Aotizhongxin
1448,2015,3,2,7,94,128,35,97,3200,12,-2.7,1008.2,-9.4,0,ENE,1.6,Aotizhongxin
1449,2015,3,2,8,106,161,36,86,3200,12,0,1008.6,-8.5,0,E,1.3,Aotizhongxin
1450,2015,3,2,9,98,129,47,73,2100,19,3,1008.3,-9.3,0,E,1.2,Aotizhongxin
1451,2015,3,2,10,113,144,59,71,2000,29,5.9,1007.9,-9.6,0,NE,1.2,Aotizhongxin
1452,2015,3,2,11,116,134,50,70,1900,41,8.4,1007.4,-10,0,E,0.9,Aotizhongxin
1453,2015,3,2,12,91,102,48,63,1700,52,10.9,1006.3,-11.2,0,N,1.6,Aotizhongxin
1454,2015,3,2,13,53,68,30,39,1000,72,13.3,1005,-15.6,0,NW,2.7,Aotizhongxin
1455,2015,3,2,14,25,100,16,13,400,89,13.9,1004.3,-16.2,0,NW,6,Aotizhongxin
1456,2015,3,2,15,18,70,7,11,400,91,14,1004.4,-16.1,0,WNW,5.5,Aotizhongxin
1457,2015,3,2,16,NA,NA,4,11,300,86,14,1004.4,-15,0,WNW,5.7,Aotizhongxin
1458,2015,3,2,17,NA,202,6,12,500,80,12.8,1004.5,-15,0,NW,4.3,Aotizhongxin
1459,2015,3,2,18,22,166,2,13,500,76,12.1,1005.2,-14.7,0,N,3.4,Aotizhongxin
1460,2015,3,2,19,21,120,2,18,700,67,10.5,1007.1,-14.3,0,NNW,3.4,Aotizhongxin
1461,2015,3,2,20,13,81,2,17,700,68,9.5,1007.9,-14.4,0,NNW,4.1,Aotizhongxin
1462,2015,3,2,21,12,69,2,14,600,71,8.5,1009.4,-14.5,0,NNW,3.3,Aotizhongxin
1463,2015,3,2,22,8,50,2,9,400,78,7.9,1010.5,-16.4,0,N,3.5,Aotizhongxin
1464,2015,3,2,23,9,36,2,8,300,80,7.5,1011.3,-17.5,0,N,4.4,Aotizhongxin
1465,2015,3,3,0,9,32,2,7,300,80,7,1012.2,-17.2,0,NNW,2.9,Aotizhongxin
1466,2015,3,3,1,10,36,2,6,200,80,6.7,1012.8,-19,0,NE,5.3,Aotizhongxin
1467,2015,3,3,2,8,60,2,5,200,80,5.1,1014.2,-19.5,0,N,3.8,Aotizhongxin
1468,2015,3,3,3,7,39,2,5,200,80,3.9,1015.2,-20.5,0,NNE,4.5,Aotizhongxin
1469,2015,3,3,4,6,29,2,6,200,79,3.3,1015.7,-22.6,0,N,4.3,Aotizhongxin
1470,2015,3,3,5,5,29,2,7,300,79,2.3,1016.6,-24.3,0,N,3.6,Aotizhongxin
1471,2015,3,3,6,8,62,2,7,200,80,1.2,1017.5,-27.2,0,N,3.8,Aotizhongxin
1472,2015,3,3,7,6,76,3,11,300,73,-0.6,1019.4,-24.1,0,N,5.2,Aotizhongxin
1473,2015,3,3,8,9,229,2,8,200,74,-2.1,1021.3,-27.8,0,NW,6.5,Aotizhongxin
1474,2015,3,3,9,11,140,2,8,200,74,-2.3,1022.4,-26.3,0,NW,5.4,Aotizhongxin
1475,2015,3,3,10,11,63,2,7,200,74,-1.1,1023,-26.1,0,NNW,4.2,Aotizhongxin
1476,2015,3,3,11,3,52,2,5,200,76,-0.4,1022.8,-26.4,0,NNW,5.6,Aotizhongxin
1477,2015,3,3,12,5,25,2,5,300,76,0.7,1021.9,-25.6,0,NNW,5.5,Aotizhongxin
1478,2015,3,3,13,10,31,2,6,300,76,1.9,1020.7,-26.6,0,N,4.6,Aotizhongxin
1479,2015,3,3,14,9,29,2,5,300,77,2.7,1020.1,-26,0,NW,5,Aotizhongxin
1480,2015,3,3,15,9,33,2,6,300,78,3.4,1019.3,-24.4,0,NW,4.8,Aotizhongxin
1481,2015,3,3,16,8,44,2,6,300,78,3.5,1019.1,-26.5,0,NNW,4.3,Aotizhongxin
1482,2015,3,3,17,12,86,2,7,300,75,2.9,1019.2,-27,0,NNE,4.3,Aotizhongxin
1483,2015,3,3,18,12,131,2,11,300,70,2.2,1019.8,-26.4,0,N,4.4,Aotizhongxin
1484,2015,3,3,19,15,123,2,14,300,66,1.5,1020.7,-26.9,0,N,3,Aotizhongxin
1485,2015,3,3,20,14,92,3,16,300,63,1.1,1021.8,-27.2,0,N,3.8,Aotizhongxin
1486,2015,3,3,21,16,90,3,15,400,63,0.7,1022.8,-26.5,0,NNE,3.6,Aotizhongxin
1487,2015,3,3,22,13,72,3,15,400,63,0.2,1023.7,-26.9,0,N,3.4,Aotizhongxin
1488,2015,3,3,23,13,58,4,14,400,64,-0.2,1024,-27.2,0,NNW,2.4,Aotizhongxin
1489,2015,3,4,0,13,51,4,14,400,62,-0.5,1024,-27.5,0,NNW,2.3,Aotizhongxin
1490,2015,3,4,1,13,44,7,18,400,57,-0.6,1024.2,-25.7,0,N,1.6,Aotizhongxin
1491,2015,3,4,2,15,42,6,24,500,51,-1,1024.4,-26,0,NNW,2,Aotizhongxin
1492,2015,3,4,3,15,43,8,46,700,35,-1.8,1024.1,-25.1,0,NW,1.3,Aotizhongxin
1493,2015,3,4,4,18,43,11,59,800,NA,-1.9,1024.1,-25.2,0,WNW,2.6,Aotizhongxin
1494,2015,3,4,5,16,38,15,57,700,25,-2.6,1024.3,-25,0,W,2.6,Aotizhongxin
1495,2015,3,4,6,15,36,20,53,600,28,-3,1024.8,-26.1,0,WNW,2.2,Aotizhongxin
1496,2015,3,4,7,16,35,19,58,700,23,-2.7,1025.4,-25.8,0,NW,2.1,Aotizhongxin
1497,2015,3,4,8,17,37,28,56,700,29,-1.3,1026.1,-23.3,0,ENE,1.7,Aotizhongxin
1498,2015,3,4,9,21,42,40,44,800,42,0,1026.8,-23.6,0,E,1.3,Aotizhongxin
1499,2015,3,4,10,NA,42,34,44,900,43,1.4,1026.8,-25,0,NE,1,Aotizhongxin
1500,2015,3,4,11,19,29,20,40,800,51,3.4,1026,-26.6,0,WNW,1.8,Aotizhongxin
1501,2015,3,4,12,12,12,5,18,400,73,3.7,1025.2,-27.7,0,NW,1.9,Aotizhongxin
1502,2015,3,4,13,11,11,3,14,400,77,4.4,1024,-28.6,0,SSW,2.5,Aotizhongxin
1503,2015,3,4,14,16,21,4,18,500,78,4.666666667,1024,-25.6,0,NW,2.6,Aotizhongxin
1504,2015,3,4,15,23,41,6,18,500,85,5.6,1022.4,-26.2,0,WSW,3,Aotizhongxin
1505,2015,3,4,16,24,35,6,16,400,92,5.5,1022,-26.3,0,SSW,2.9,Aotizhongxin
1506,2015,3,4,17,23,42,5,19,500,93,5.3,1021.7,-25.1,0,WSW,3,Aotizhongxin
1507,2015,3,4,18,30,52,6,26,500,84,4,1022,-25,0,SW,2.5,Aotizhongxin
1508,2015,3,4,19,30,62,8,33,500,77,3.8,1022.8,-25.1,0,SW,3,Aotizhongxin
1509,2015,3,4,20,42,73,11,42,600,69,3.3,1023.2,-23.5,0,SW,2.3,Aotizhongxin
1510,2015,3,4,21,50,79,13,54,800,57,3,1023.8,-22,0,SSW,2.4,Aotizhongxin
1511,2015,3,4,22,54,90,15,56,900,54,2.3,1024.1,-21,0,SW,2.5,Aotizhongxin
1512,2015,3,4,23,59,92,20,59,900,46,1.7,1024.1,-20.8,0,S,1.4,Aotizhongxin
1513,2015,3,5,0,76,107,39,64,1100,39,1.5,1023.9,-21,0,WSW,2.4,Aotizhongxin
1514,2015,3,5,1,92,117,56,69,1300,32,0.1,1024.3,-19.7,0,SSW,1.3,Aotizhongxin
1515,2015,3,5,2,110,132,59,72,1400,28,0.8,1024.4,-20.3,0,SSW,1.3,Aotizhongxin
1516,2015,3,5,3,122,133,58,70,1500,26,-0.7,1024.1,-19.3,0,W,0.4,Aotizhongxin
1517,2015,3,5,4,108,123,44,93,2800,17,-2.6,1023.4,-17.1,0,NE,1.3,Aotizhongxin
1518,2015,3,5,5,112,136,49,94,3200,19,-4.2,1023.3,-16.1,0,ENE,1,Aotizhongxin
1519,2015,3,5,6,122,135,48,87,2800,19,-4.8,1023.4,-16.4,0,ENE,0.8,Aotizhongxin
1520,2015,3,5,7,122,136,48,83,2700,19,-5.4,1023.7,-14.5,0,NE,1.1,Aotizhongxin
1521,2015,3,5,8,126,137,59,79,2700,20,-3.2,1024.2,-13.7,0,ENE,1.3,Aotizhongxin
1522,2015,3,5,9,133,147,67,82,2900,23,-0.8,1024.5,-14.7,0,E,1.4,Aotizhongxin
1523,2015,3,5,10,139,161,69,90,2800,24,1.4,1024.4,-15.6,0,E,0.9,Aotizhongxin
1524,2015,3,5,11,147,157,NA,100,2700,27,4.3,1023.5,-18,0,SW,3.3,Aotizhongxin
1525,2015,3,5,12,134,134,NA,61,NA,58,5.5,1022.4,-18.4,0,SW,4.1,Aotizhongxin
1526,2015,3,5,13,98,131,54,43,1300,80,6.8,1021.2,-18.1,0,WSW,4,Aotizhongxin
1527,2015,3,5,14,NA,122,48,NA,1100,81,7.3,1020,-18.5,0,SW,4.8,Aotizhongxin
1528,2015,3,5,15,42,125,43,33,900,NA,7.6,1019.2,-18.3,0,SSW,3.8,Aotizhongxin
1529,2015,3,5,16,68,112,50,35,900,89,7.5,1018.7,-17.5,0,SW,4.7,Aotizhongxin
1530,2015,3,5,17,76,107,51,38,900,87,7.1,1018,-17.1,0,SW,3.5,Aotizhongxin
1531,2015,3,5,18,85,115,55,46,1000,79,6.5,1018.1,-16.9,0,SSW,2.8,Aotizhongxin
1532,2015,3,5,19,85,118,62,61,1100,62,5.7,1018.3,-16.8,0,S,1.4,Aotizhongxin
1533,2015,3,5,20,109,152,68,82,1200,39,5.6,1018.7,-16.9,0,SW,2.8,Aotizhongxin
1534,2015,3,5,21,176,247,89,91,1100,30,5.2,1018.9,-16.6,0,SW,3.2,Aotizhongxin
1535,2015,3,5,22,218,292,102,99,1300,20,4.4,1019.2,-16.1,0,SSW,2.3,Aotizhongxin
1536,2015,3,5,23,227,290,101,105,1400,15,2.7,1019,-16.4,0,SSE,1.3,Aotizhongxin
1537,2015,3,6,0,184,225,68,84,1700,26,1.5,1018.5,-16,0,SSE,0.9,Aotizhongxin
1538,2015,3,6,1,142,171,51,72,1500,31,-0.5,1018.3,-14.5,0,E,1.1,Aotizhongxin
1539,2015,3,6,2,136,160,47,77,1500,25,-1.4,1018.1,-12.1,0,E,1.1,Aotizhongxin
1540,2015,3,6,3,174,206,57,88,2500,17,-2.1,1017.5,-11.4,0,E,1.5,Aotizhongxin
1541,2015,3,6,4,194,224,63,93,2500,15,-2.6,1017,-11.1,0,ENE,1.3,Aotizhongxin
1542,2015,3,6,5,182,202,61,85,2600,14,-2.6,1016.9,-10.9,0,ENE,0.9,Aotizhongxin
1543,2015,3,6,6,160,181,62,87,2400,14,-3.4,1016.9,-10.9,0,NE,1,Aotizhongxin
1544,2015,3,6,7,152,165,64,87,2300,14,-4.1,1017,-10.1,0,NE,1.1,Aotizhongxin
1545,2015,3,6,8,154,174,75,84,2400,16,-2,1017.4,-9.8,0,E,1.3,Aotizhongxin
1546,2015,3,6,9,162,194,87,86,2800,19,0.1,1017.5,-9.9,0,ENE,1.4,Aotizhongxin
1547,2015,3,6,10,163,186,73,81,2400,25,1.6,1017,-10.3,0,NE,1.4,Aotizhongxin
1548,2015,3,6,11,176,200,67,73,2100,36,3.7,1016.2,-10.4,0,E,0.8,Aotizhongxin
1549,2015,3,6,12,192,215,68,87,2300,38,4.5,1016.25,-10.2,0,NE,1,Aotizhongxin
1550,2015,3,6,13,208,228,71,102,2300,43,7.2,1013.9,-10.1,0,SW,1.8,Aotizhongxin
1551,2015,3,6,14,223,241,67,NA,2300,44,7.8,1012.8,-10.6,0,SE,2.1,Aotizhongxin
1552,2015,3,6,15,226,243,68,98,2200,NA,8.8,1011.9,-10.7,0,S,2.7,Aotizhongxin
1553,2015,3,6,16,218,232,63,64,1800,96,9.6,1011.4,-10,0,SSW,1.3,Aotizhongxin
1554,2015,3,6,17,210,231,69,56,1700,108,9,1011.2,-8.6,0,SSW,1.4,Aotizhongxin
1555,2015,3,6,18,234,264,76,70,2000,92,7.7,1011.3,-8,0,SE,0.8,Aotizhongxin
1556,2015,3,6,19,247,275,72,105,2300,51,4.9,1011.9,-7.3,0,E,0.6,Aotizhongxin
1557,2015,3,6,20,256,277,69,126,2500,25,3.1,1012.1,-7.4,0,E,0.7,Aotizhongxin
1558,2015,3,6,21,265,290,79,143,2500,15,2.6,1012.5,-7.1,0,ENE,0.6,Aotizhongxin
1559,2015,3,6,22,280,302,81,146,2800,13,2.6,1012.5,-6.8,0,NE,1.3,Aotizhongxin
1560,2015,3,6,23,290,310,65,133,3000,13,1.9,1012.5,-6.4,0,NE,1.4,Aotizhongxin
1561,2015,3,7,0,312,350,81,128,3400,16,0,1012.7,-6.6,0,NW,1,Aotizhongxin
1562,2015,3,7,1,313,342,91,142,4000,19,-0.2,1013,-6.2,0,ESE,0.8,Aotizhongxin
1563,2015,3,7,2,299,332,81,131,3700,17,-0.9,1013.3,-6.3,0,SW,0.2,Aotizhongxin
1564,2015,3,7,3,287,306,76,125,3400,16,-0.5,1013.2,-6.7,0,NNW,0.7,Aotizhongxin
1565,2015,3,7,4,276,294,69,122,3300,15,-1.2,1013.4,-6.7,0,E,1.4,Aotizhongxin
1566,2015,3,7,5,274,292,66,119,3300,15,-1.8,1014.1,-7.3,0,NNE,0.8,Aotizhongxin
1567,2015,3,7,6,264,273,58,115,3400,14,-2.2,1014.5,-7.9,0,ESE,0.6,Aotizhongxin
1568,2015,3,7,7,245,251,44,98,2800,12,-2.6,1015.3,-7.3,0,NE,0.7,Aotizhongxin
1569,2015,3,7,8,230,248,42,96,2700,13,-0.5,1015.9,-6.5,0,E,1.2,Aotizhongxin
1570,2015,3,7,9,219,247,52,87,2500,19,3.5,1016.3,-5.2,0,ENE,1.1,Aotizhongxin
1571,2015,3,7,10,228,252,56,76,2300,31,6.1,1016.6,-5,0,E,0.9,Aotizhongxin
1572,2015,3,7,11,228,252,53,78,2200,43,8.3,1015.9,-4.5,0,ESE,1.6,Aotizhongxin
1573,2015,3,7,12,218,246,44,82,2100,59,10,1016,-3.3,0,SE,1.8,Aotizhongxin
1574,2015,3,7,13,209,225,41,72,1900,86,9.333333333,1015.666667,-4.1,0,SE,1.5,Aotizhongxin
1575,2015,3,7,14,194,204,38,NA,1700,86,11.4,1013.9,-4.7,0,SE,1.6,Aotizhongxin
1576,2015,3,7,15,190,204,36,66,1800,NA,11.9,1013.5,-4.7,0,SE,2,Aotizhongxin
1577,2015,3,7,16,186,196,35,64,1700,102,11.7,1013.2,-4.1,0,SSE,2.2,Aotizhongxin
1578,2015,3,7,17,193,206,35,66,1600,103,11,1013.1,-3.2,0,SSE,2.2,Aotizhongxin
1579,2015,3,7,18,191,210,34,62,1500,105,9.9,1013.3,-2.8,0,ESE,2.2,Aotizhongxin
1580,2015,3,7,19,202,221,38,75,1600,76,8.6,1014,-2.1,0,ESE,1.7,Aotizhongxin
1581,2015,3,7,20,217,228,41,94,1700,49,6.4,1014.5,-2.2,0,ESE,0.8,Aotizhongxin
1582,2015,3,7,21,225,234,48,94,1700,37,4.9,1015,-1.8,0,NE,1.1,Aotizhongxin
1583,2015,3,7,22,233,242,52,108,1900,20,5.1,1015.6,-1.6,0,E,0.4,Aotizhongxin
1584,2015,3,7,23,236,238,53,113,2100,11,3.5,1015.4,-2.1,0,E,1.1,Aotizhongxin
1585,2015,3,8,0,222,222,58,110,1900,11,4.4,1015.1,-2.5,0,ESE,1.4,Aotizhongxin
1586,2015,3,8,1,213,213,62,100,1800,20,2.3,1014.9,-2.4,0,ENE,1.3,Aotizhongxin
1587,2015,3,8,2,204,204,58,102,1900,16,3.857142857,1015,-2,0,NE,1.2,Aotizhongxin
1588,2015,3,8,3,221,221,56,105,2300,12,1.5,1014.5,-2.6,0,NE,1.1,Aotizhongxin
1589,2015,3,8,4,220,220,60,104,2700,12,0.9,1014.3,-3,0,ENE,1.2,Aotizhongxin
1590,2015,3,8,5,243,243,56,104,3000,13,1.8,1014,-2.7,0,SE,1.7,Aotizhongxin
1591,2015,3,8,6,223,223,64,107,3000,11,0.9,1014.4,-3.4,0,NE,0.2,Aotizhongxin
1592,2015,3,8,7,230,230,63,105,3000,12,0.3,1014.8,-3.4,0,S,0.4,Aotizhongxin
1593,2015,3,8,8,240,240,57,103,2800,12,2,1015.9,-2.7,0,ENE,1.3,Aotizhongxin
1594,2015,3,8,9,259,259,62,98,2700,15,3.4,1017,-2.4,0,E,1.1,Aotizhongxin
1595,2015,3,8,10,261,261,60,89,2500,22,6.3,1017.7,-2.6,0,NNE,2.7,Aotizhongxin
1596,2015,3,8,11,206,206,41,64,1700,44,8.4,1017.8,-5.8,0,NE,3.1,Aotizhongxin
1597,2015,3,8,12,114,131,22,38,1000,66,9.6,1017.9,-7.6,0,NE,2.7,Aotizhongxin
1598,2015,3,8,13,23,28,5,15,400,85,11.2,1017.8,-15.4,0,NW,3.7,Aotizhongxin
1599,2015,3,8,14,14,14,2,NA,300,88,11.6,1017.7,-16,0,NW,3.8,Aotizhongxin
1600,2015,3,8,15,15,15,3,10,300,NA,12,1017.8,-16.6,0,NW,4.9,Aotizhongxin
1601,2015,3,8,16,11,19,2,9,200,93,11.6,1018,-18,0,NW,4.8,Aotizhongxin
1602,2015,3,8,17,14,22,2,9,200,93,11.2,1018.7,-18.3,0,N,3,Aotizhongxin
1603,2015,3,8,18,10,17,2,13,200,86,9.7,1019.5,-19.4,0,NNW,2,Aotizhongxin
1604,2015,3,8,19,8,22,3,18,300,78,8.5,1020.8,-20.4,0,NNW,2.5,Aotizhongxin
1605,2015,3,8,20,12,51,5,23,600,72,7.5,1022.3,-20.2,0,NNW,3.2,Aotizhongxin
1606,2015,3,8,21,13,49,4,23,700,70,6.5,1023.7,-20.9,0,N,2.6,Aotizhongxin
1607,2015,3,8,22,10,81,3,14,300,77,5.3,1025.2,-21.9,0,N,3.9,Aotizhongxin
1608,2015,3,8,23,19,200,2,9,200,79,3.4,1026.6,-24.4,0,NNE,5.2,Aotizhongxin
1609,2015,3,9,0,15,88,2,9,200,82,2.5,1026.7,-25.1,0,N,5.7,Aotizhongxin
1610,2015,3,9,1,12,69,2,9,200,80,1.8,1027.5,-23.8,0,N,3.7,Aotizhongxin
1611,2015,3,9,2,11,63,2,8,200,78,0.8,1028.6,-25.5,0,N,4.6,Aotizhongxin
1612,2015,3,9,3,8,46,2,7,200,81,-0.1,1029.2,-26.2,0,N,5.1,Aotizhongxin
1613,2015,3,9,4,7,37,2,7,200,82,-1,1030,-26,0,NNE,3.9,Aotizhongxin
1614,2015,3,9,5,4,23,2,7,200,83,-1.5,1030.7,-27.3,0,N,5.1,Aotizhongxin
1615,2015,3,9,6,4,18,2,9,200,82,-2.2,1031.4,-27,0,NNE,3.4,Aotizhongxin
1616,2015,3,9,7,8,16,2,16,200,74,-3,1032.1,-25.4,0,ENE,2.5,Aotizhongxin
1617,2015,3,9,8,8,21,2,19,200,71,-2.2,1033.3,-26.2,0,NNE,4.3,Aotizhongxin
1618,2015,3,9,9,3,34,2,11,200,79,-1.7,1034.2,-26.6,0,NNE,4.7,Aotizhongxin
1619,2015,3,9,10,7,20,2,10,200,82,-1,1034,-26.9,0,NNE,5.1,Aotizhongxin
1620,2015,3,9,11,11,20,2,10,200,83,-0.3,1033.5,-28.3,0,NNE,4.3,Aotizhongxin
1621,2015,3,9,12,5,23,3,9,200,84,0.1,1033.1,-27,0,ENE,3.7,Aotizhongxin
1622,2015,3,9,13,8,29,3,9,200,87,1.2,1032.4,-29.6,0,NE,3.7,Aotizhongxin
1623,2015,3,9,14,13,35,6,NA,200,84,2.3,1031.5,-27.5,0,NNE,1.9,Aotizhongxin
1624,2015,3,9,15,20,36,5,8,300,NA,3.6,1030.7,-29.2,0,NW,3.9,Aotizhongxin
1625,2015,3,9,16,15,34,4,9,400,93,3.8,1030.4,-29,0,N,3.6,Aotizhongxin
1626,2015,3,9,17,9,28,4,10,300,91,3.8,1030.3,-30.7,0,N,3.5,Aotizhongxin
1627,2015,3,9,18,13,21,2,14,400,85,2.9,1030.7,-31.3,0,N,3.3,Aotizhongxin
1628,2015,3,9,19,8,20,2,18,500,79,2.1,1031.6,-31.9,0,N,3.1,Aotizhongxin
1629,2015,3,9,20,11,22,4,23,400,72,1.4,1032.2,-30.8,0,N,1.9,Aotizhongxin
1630,2015,3,9,21,10,27,7,29,600,67,0.6,1032.7,-30,0,ENE,1.5,Aotizhongxin
1631,2015,3,9,22,16,27,7,30,500,62,0.4,1033.2,-30.2,0,NW,2.1,Aotizhongxin
1632,2015,3,9,23,8,16,4,23,300,67,0,1033.2,-30.5,0,NNW,2.6,Aotizhongxin
1633,2015,3,10,0,9,15,3,25,300,63,-1,1033.2,-28.9,0,SSW,0.6,Aotizhongxin
1634,2015,3,10,1,14,15,4,24,400,63,-1.4,1033.2,-28.2,0,NW,1.4,Aotizhongxin
1635,2015,3,10,2,11,12,4,22,300,63,-1.8,1033,-27.5,0,WNW,1.3,Aotizhongxin
1636,2015,3,10,3,5,6,4,22,300,64,-3.7,1032.4,-24,0,SE,0.4,Aotizhongxin
1637,2015,3,10,4,10,13,5,41,400,41,-5.4,1031.6,-23.8,0,WNW,0.5,Aotizhongxin
1638,2015,3,10,5,14,18,5,61,400,22,-6.8,1031.2,-23.1,0,SSE,0.5,Aotizhongxin
1639,2015,3,10,6,14,14,8,68,500,17,-7.3,1030.8,-22.3,0,ESE,0.3,Aotizhongxin
1640,2015,3,10,7,16,33,7,71,700,11,-7.2,1030.7,-19.1,0,E,1.3,Aotizhongxin
1641,2015,3,10,8,21,24,14,78,1100,15,-0.8,1030.5,-22.2,0,ESE,0.9,Aotizhongxin
1642,2015,3,10,9,25,45,25,81,1700,23,2.4,1030,-23.3,0,SSE,0.7,Aotizhongxin
1643,2015,3,10,10,34,45,20,72,1400,34,3.1,1028.9,-23.6,0,NNW,1.7,Aotizhongxin
1644,2015,3,10,11,18,20,15,34,600,64,4.5,1027.6,-23.5,0,WNW,3.6,Aotizhongxin
1645,2015,3,10,12,9,16,10,17,500,80,5.6,1026.1,-22.7,0,NW,2.9,Aotizhongxin
1646,2015,3,10,13,13,15,7,13,400,87,6.7,1024.3,-22.9,0,NNW,2.5,Aotizhongxin
1647,2015,3,10,14,21,22,9,NA,500,78,7.4,1022.6,-22.3,0,WSW,3.1,Aotizhongxin
1648,2015,3,10,15,36,57,14,26,600,NA,7.4,1021.7,-22.3,0,W,3.8,Aotizhongxin
1649,2015,3,10,16,43,55,15,24,600,110,7.9,1020.7,-21.9,0,WSW,3.5,Aotizhongxin
1650,2015,3,10,17,40,61,11,24,500,98,7.5,1020,-21.2,0,SSW,3.7,Aotizhongxin
1651,2015,3,10,18,38,60,9,30,500,88,6.7,1019.7,-21.8,0,SW,4.8,Aotizhongxin
1652,2015,3,10,19,30,78,8,42,600,76,6.3,1019.6,-19.3,0,WSW,4.5,Aotizhongxin
1653,2015,3,10,20,66,122,17,53,800,67,6.1,1019.7,-17.9,0,WSW,5.1,Aotizhongxin
1654,2015,3,10,21,72,130,22,65,900,54,5.9,1020.2,-17.4,0,W,2.9,Aotizhongxin
1655,2015,3,10,22,76,117,21,75,1000,43,4.8,1020.6,-16.9,0,WSW,2.6,Aotizhongxin
1656,2015,3,10,23,67,92,18,97,1000,19,3.4,1020.3,-15.8,0,W,1.8,Aotizhongxin
1657,2015,3,11,0,68,103,16,104,1300,12,3.3,1020,-15.9,0,W,2,Aotizhongxin
1658,2015,3,11,1,83,121,33,108,2100,14,0.7,1019.9,-14.5,0,NE,1.7,Aotizhongxin
1659,2015,3,11,2,105,148,51,110,2600,17,-1,1020.1,-16.4,0,ENE,0.6,Aotizhongxin
1660,2015,3,11,3,110,138,47,103,2200,17,-3.2,1019.9,-15.5,0,SE,0.4,Aotizhongxin
1661,2015,3,11,4,105,119,40,98,1900,15,-3.8,1019.7,-14.6,0,WSW,0.8,Aotizhongxin
1662,2015,3,11,5,86,90,39,95,1500,14,-4,1020.3,-14.5,0,N,1,Aotizhongxin
1663,2015,3,11,6,71,93,36,94,1800,14,-2.6,1020.8,-17.1,0,NE,1.1,Aotizhongxin
1664,2015,3,11,7,76,94,35,95,2100,15,-1.4,1021.6,-18,0,ENE,1.8,Aotizhongxin
1665,2015,3,11,8,48,59,18,61,1200,29,0.9,1022.6,-18,0,SSE,0.4,Aotizhongxin
1666,2015,3,11,9,29,42,13,44,700,45,3.5,1022.7,-20.8,0,E,3.1,Aotizhongxin
1667,2015,3,11,10,18,32,9,37,600,56,5.4,1022,-21.8,0,ENE,2.1,Aotizhongxin
1668,2015,3,11,11,16,21,8,22,400,74,6.8,1021.4,-21.7,0,E,2.3,Aotizhongxin
1669,2015,3,11,12,18,22,11,19,400,79,7.3,1020.5,-21.3,0,E,2.9,Aotizhongxin
1670,2015,3,11,13,10,18,9,17,400,84,8,1019.2,-21.9,0,E,3.3,Aotizhongxin
1671,2015,3,11,14,9,13,7,NA,300,86,9,1018,-21.1,0,E,2.9,Aotizhongxin
1672,2015,3,11,15,12,17,7,20,400,NA,9.4,1017,-22,0,E,3.1,Aotizhongxin
1673,2015,3,11,16,11,16,5,13,300,96,9.7,1016.5,-21.8,0,SSE,2.6,Aotizhongxin
1674,2015,3,11,17,19,41,8,32,500,78,9.5,1015.6,-20.7,0,SE,2.3,Aotizhongxin
1675,2015,3,11,18,22,44,7,35,500,76,8.7,1015.5,-20.2,0,SE,1.6,Aotizhongxin
1676,2015,3,11,19,27,62,8,42,500,71,8.4,1016,-20.5,0,S,1.9,Aotizhongxin
1677,2015,3,11,20,31,70,7,50,600,60,7.1,1016,-18.7,0,SSE,1.7,Aotizhongxin
1678,2015,3,11,21,36,78,9,64,700,50,6.4,1016.3,-17.7,0,SSE,1.1,Aotizhongxin
1679,2015,3,11,22,42,85,14,63,800,51,6,1016.3,-17.3,0,SE,1.6,Aotizhongxin
1680,2015,3,11,23,58,98,32,71,1000,41,5.1,1016,-17.3,0,SW,2.5,Aotizhongxin
1681,2015,3,12,0,76,116,30,91,1200,22,4.5,1015.6,-15.4,0,SW,2.7,Aotizhongxin
1682,2015,3,12,1,88,130,25,92,1400,16,4.5,1015,-14.9,0,SW,2.5,Aotizhongxin
1683,2015,3,12,2,81,126,20,68,1300,26,1.5,1014.7,-13.8,0,SE,0.9,Aotizhongxin
1684,2015,3,12,3,88,121,18,69,1300,21,-0.2,1014.1,-13.2,0,E,1.3,Aotizhongxin
1685,2015,3,12,4,82,116,26,83,1800,15,-0.7,1013.8,-13.3,0,ENE,1.2,Aotizhongxin
